,OBJECTID,NUMERO,IMMEUBLE,DESIGNATION,DENOMINATION,COMPLEMENT,ALTITUDE,ANNEE,X,Y,TYP,geo_shape,geo_point_2d,lat,long
8983,21926,rn64182,54,Avenue de,NEW YORK,A l'angle de l'avenue Albert de Mun,33.981,1994,596814.909,129097.62800000001,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.2931118984084238, 48.86232600707499]}","48.8623260071,2.29311189841",48.8623260071,2.29311189841
8984,21970,rn79046,2,Place,MARTIN NADAUD,#,85.959,1988,604292.7370000001,129409.761,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.39503638571532, 48.86512615970877]}","48.8651261597,2.39503638572",48.8651261597,2.39503638572
8985,21989,rn77035,42,Rue de la,MARE,Sur l'école,72.16199999999999,1988,603913.725,130063.281,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.389876489958372, 48.871005631729126]}","48.8710056317,2.38987648996",48.8710056317,2.38987648996
8986,16467,rn75522,38,Rue de,CRIMEE,#,91.20200000000001,2014,603919.975,130994.59300000001,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.389970607579896, 48.879380644736685]}","48.8793806447,2.38997060758",48.8793806447,2.38997060758
8987,16522,rn42031,47,Rue de la,FOLIE-MERICOURT,Près de la rue Ternaux,37.988,1985,602590.036,129281.925,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.37182682543274, 48.863986109184054]}","48.8639861092,2.37182682543",48.8639861092,2.37182682543
8988,22000,rn66135,#,Rue,RAYMOND PITET,A l'angle du boulevard de Reims_ Près du candélabre XVII-7227,35.272,1995,597106.53,132109.043,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.297064899776449, 48.88940836126507]}","48.8894083613,2.29706489978",48.8894083613,2.29706489978
8989,22004,rn39093,15,Rue,RENE BOULANGER,#,38.181,1986,601524.828,129863.71699999999,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.357309918780706, 48.86922159140801]}","48.8692215914,2.35730991878",48.8692215914,2.35730991878
8990,22009,rn61026,131,Rue,MICHEL-ANGE,#,36.981,1994,594218.8979999999,126522.10800000001,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.2577656737421092, 48.8391459940079]}","48.839145994,2.25776567374",48.839145994,2.25776567374
8991,22012,rn51100,#,Rue du,DOCTEUR TUFFIER,Angle rue du Docteur Lecene,45.528,1982,601264.443,124636.585,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.353744614496736, 48.822215922502245]}","48.8222159225,2.3537446145",48.8222159225,2.3537446145
8992,16540,rn46218,11,Avenue du,TREMBLAY,Sur le pilier droit du portail d'entrée,54.417,1996,608669.0329999999,125950.535,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.454613987243904, 48.83397218120399]}","48.8339721812,2.45461398724",48.8339721812,2.45461398724
8993,16579,rn76093,11,Rue de la,VILLETTE,#,95.98899999999999,1992,603729.179,130535.32699999999,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.3873650263059982, 48.87525177077506]}","48.8752517708,2.38736502631",48.8752517708,2.38736502631
8994,16605,rn50022,29,Rue de,DOMREMY,#,45.941,1982,602571.6529999999,125450.531,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.371552333864088, 48.82953144180149]}","48.8295314418,2.37155233386",48.8295314418,2.37155233386
8995,16608,rn26072,#,Quai d',ORSAY,Face au n°35,32.955999999999996,1981,598548.879,129176.189,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.31674526299537, 48.863039028169915]}","48.8630390282,2.316745263",48.8630390282,2.316745263
8996,16609,rn11021,57,Rue de,TURENNE,Face à la rue Villehardouin,34.885,1983,602045.806,128704.02,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.364405976150055, 48.858791211780485]}","48.8587912118,2.36440597615",48.8587912118,2.36440597615
8997,16625,rn29076,#,Cours,ALBERT 1er,A 25 mètres en aval du candélabre VIII-5334,32.974000000000004,1983,597657.295,129305.198,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.304592233224042, 48.86419642994117]}","48.8641964299,2.30459223322",48.8641964299,2.30459223322
8998,16629,rn93208,104,Rue de,NOISY LE SEC,93-BAGNOLET,114.955,1988,605727.0,130398.0,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.414600024291323, 48.87400148124387]}","48.8740014812,2.41460002429",48.8740014812,2.41460002429
8999,16645,rn69366,#,Square,CAULAINCOURT,Côté pair_ Au bas des escaliers,72.686,1988,599946.537,132187.475,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.335794659777598, 48.89012047098119]}","48.890120471,2.33579465978",48.890120471,2.33579465978
9000,16649,rn07008,35,Rue des,JEUNEURS,#,35.132,1983,600544.201,129911.401,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.343942388230095, 48.86965206034155]}","48.8696520603,2.34394238823",48.8696520603,2.34394238823
9001,16655,rn50164,#,Quai d',IVRY,Sur la culée ouest et côté amont du pont National,32.076,1981,603616.571,125191.98199999999,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.385782681180404, 48.82720111582644]}","48.8272011158,2.38578268118",48.8272011158,2.38578268118
9002,16668,rn66023,79,Boulevard,PEREIRE,A l'angle de la rue Alphonse de Neuville,39.328,1993,597454.942,131794.397,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.301818271810494, 48.88658037190832]}","48.8865803719,2.30181827181",48.8865803719,2.30181827181
9003,16686,rn62208,7,Rue,CHERNOVIZ,#,56.023999999999994,1994,595988.156,128528.70199999999,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.281849090481385, 48.857204934875455]}","48.8572049349,2.28184909048",48.8572049349,2.28184909048
9004,16688,rn40089,17,Rue,SAINTE-MARTHE,Près de la rue Jean Moinon,50.39,1986,602573.219,130380.94099999999,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.371604479038412, 48.873869353461366]}","48.8738693535,2.37160447904",48.8738693535,2.37160447904
9005,16689,rn69021,61,Rue,MONTCALM,Prés de la rue du Ruisseau,56.306000000000004,1988,600286.498,132678.792,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.340431150138781, 48.89453869512395]}","48.8945386951,2.34043115014",48.8945386951,2.34043115014
9006,16700,rn76276,#,Passage de l',ATLAS,Face au n°8_Sur l'arrière de l'immeuble n°14 rue de l'Atlas,66.14,1992,602949.99,130537.23,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.376742101913485, 48.87527312505744]}","48.8752731251,2.37674210191",48.8752731251,2.37674210191
9007,16704,rn48017,4,Rue,SAINT-NICOLAS,#,33.384,1984,602750.488,127760.295,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.374003647538455, 48.85030177952119]}","48.8503017795,2.37400364754",48.8503017795,2.37400364754
9008,16712,rn69445,#,#,CIMETIERE DE MONTMARTRE,Près de l'avenue Berlioz_ Sur la culée de l'ouvrage reliant la rue Joseph de Maistre et le pont Caulaincourt,68.943,1988,599675.0,131838.0,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.3320919099075192, 48.886977647705564]}","48.8869776477,2.33209190991",48.8869776477,2.33209190991
9009,16719,rn61273,6,Avenue des,TILLEULS,Voie Privée Fermée,42.77,1994,594715.0,127745.0,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.264508280715666, 48.85014763527602]}","48.8501476353,2.26450828072",48.8501476353,2.26450828072
9010,16724,rn32013,142,Boulevard,HAUSSMANN,Angle rue de Téhéran,38.368,1983,598270.442,130543.722,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.312944224660985, 48.87533619178996]}","48.8753361918,2.31294422466",48.8753361918,2.31294422466
9011,16728,rn38009,5,Rue,GABRIEL LAUMAIN,#,35.442,1986,600932.961,130321.20300000001,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.349242791274357, 48.87333683672667]}","48.8733368367,2.34924279127",48.8733368367,2.34924279127
9012,16729,rn64083,68,Avenue d',IENA,#,61.308,1994,597025.904,129899.63900000001,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.295981773457153, 48.869539353603514]}","48.8695393536,2.29598177346",48.8695393536,2.29598177346
9013,16744,rn70407,40,Rue,FEUTRIER,Près de la rue Paul Albert,90.7,2012,600638.538,131801.563,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.345231182935739, 48.886649724110306]}","48.8866497241,2.34523118294",48.8866497241,2.34523118294
9014,16758,rn65234,#,Rue,ALEXANDRE CHARPENTIER,A l'angle du n°21 boulevard de l'Yser_ Sur la caserne des sapeurs pompiers,34.208,1995,596392.74,131559.048,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.287335723950192, 48.88445860242448]}","48.8844586024,2.28733572395",48.8844586024,2.28733572395
9015,16762,rn15016,10,Rue,CHARLES V,#,35.718,1983,601909.404,128068.53,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.362544045011627, 48.85307685202218]}","48.853076852,2.36254404501",48.853076852,2.36254404501
9016,16792,rn55060,182,Avenue du,MAINE,Face à la rue Brezin,63.056000000000004,1982,599152.068,125709.7,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.32497425296626, 48.83186689627522]}","48.8318668963,2.32497425297",48.8318668963,2.32497425297
9017,16808,rn66196,1Bis,Rue,HENRI ROCHEFORT,#,42.342,1993,597803.2370000001,131239.429,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.306570827175364, 48.881591023210234]}","48.8815910232,2.30657082718",48.8815910232,2.30657082718
9018,16813,rn63112,186,Avenue,VICTOR HUGO,Face au square Lamartine,52.598,1994,595483.5970000001,129440.164,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.274962540300892, 48.865397972030905]}","48.865397972,2.2749625403",48.865397972,2.2749625403
9019,16814,rn70133,#,Place,SAINT-PIERRE,Face au n°3,72.92399999999999,1988,600587.073,131559.467,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.344529053628353, 48.88447266726034]}","48.8844726673,2.34452905363",48.8844726673,2.34452905363
9020,16843,rn10024,111Bis,Rue de,TURENNE,#,35.349000000000004,1985,602056.433,129156.344,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.3645530626888, 48.86285881215827]}","48.8628588122,2.36455306269",48.8628588122,2.36455306269
9021,16856,rn06016,#,Place de la,BOURSE,Face au n°13 angle rue Vivienne,35.618,1983,600295.69,129829.722,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.340554685201432, 48.868917713322965]}","48.8689177133,2.3405546852",48.8689177133,2.3405546852
9022,16908,rn73080,62,Avenue de,FLANDRE,Angle rue Riquet,49.43,1987,602764.585,131982.858,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.374224141570509, 48.88827415770966]}","48.8882741577,2.37422414157",48.8882741577,2.37422414157
9023,16924,rn62126,18,Avenue du,GENERAL MANGIN,#,36.148,1994,595861.275,128153.795,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.280123758337288, 48.85383264557635]}","48.8538326456,2.28012375834",48.8538326456,2.28012375834
9024,16927,rn03041,11,Rue des,PETITS CHAMPS,#,36.539,1982,600145.454,129541.257,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.33850665149203, 48.866323675533295]}","48.8663236755,2.33850665149",48.8663236755,2.33850665149
9025,16942,rn65051,11,Avenue,MAC-MAHON,#,51.648,1993,596912.366,130607.405,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.294428601643616, 48.87590355376566]}","48.8759035538,2.29442860164",48.8759035538,2.29442860164
9026,16947,rn69508,1,Rue,THOLOZE,Près de la rue des Abbesses,79.671,1988,599891.046,131719.233,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.335038072656792, 48.885909679608154]}","48.8859096796,2.33503807266",48.8859096796,2.33503807266
9027,16967,rn79151,3,Rue,JUILLET,#,76.569,1988,604077.017,129655.234,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.392098447924653, 48.8673351056282]}","48.8673351056,2.39209844792",48.8673351056,2.39209844792
9028,16995,rn76183,2,Rue du,PLATEAU,Sur le muret,97.625,1992,603576.316,130843.509,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.385283684565314, 48.87802408329238]}","48.8780240833,2.38528368457",48.8780240833,2.38528368457
9029,16997,rn69122,#,Rue,CAPRON,Face au n°21,67.428,1988,599409.82,131677.674,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.328476018083638, 48.88553568034426]}","48.8855356803,2.32847601808",48.8855356803,2.32847601808
9030,17003,rn80321,123,Boulevard,DAVOUT,#,66.9,1995,605367.324,128546.823,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.409672245289794, 48.85735755177072]}","48.8573575518,2.40967224529",48.8573575518,2.40967224529
9031,17034,rn67052,#,Place du,DOCTEUR FELIX LOBLIGEOIS,Face au n°70_ Sur l'église Sainte-Marie des Batignolles,47.628,1993,598660.144,131807.85,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.318252883498121, 48.886705150697]}","48.8867051507,2.3182528835",48.8867051507,2.3182528835
9032,17036,rn37027,197,Rue du,FAUBOURG SAINT-MARTIN,#,48.563,1986,601977.213,131049.01400000001,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.36348235792047, 48.87987937731808]}","48.8798793773,2.36348235792",48.8798793773,2.36348235792
9033,17048,rn78215,#,Voie,NON DENOMMEE FH/20,Côté impair à 100 mètres de la rue Hoche (93-Les Lilas) sur la ventilation,98.8,1988,605683.0,129952.0,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.413993963429847, 48.86999112232176]}","48.8699911223,2.41399396343",48.8699911223,2.41399396343
9034,17065,rn46137,4,Rue,BIGNON,#,40.757,1984,603826.707,126678.319,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.388658637229764, 48.8405660840022]}","48.840566084,2.38865863723",48.840566084,2.38865863723
9035,17077,rn28047,14,Avenue de,TOURVILLE,#,37.675,1983,597913.6020000001,128192.526,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.308091588949062, 48.85419137148642]}","48.8541913715,2.30809158895",48.8541913715,2.30809158895
9036,17093,rn69395,154,Rue,LAMARCK,#,53.233000000000004,1988,599457.713,132307.655,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.329128196508756, 48.8912009869075]}","48.8912009869,2.32912819651",48.8912009869,2.32912819651
9037,17142,rn43116,16,Rue,SEDAINE,#,36.507,1985,602621.333,128380.478,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.372247667541707, 48.855879491652175]}","48.8558794917,2.37224766754",48.8558794917,2.37224766754
9038,17188,rn08025,12,Rue,SAINT-SAUVEUR,Angle rue Dussoubs,34.493,1983,600912.1120000001,129504.802,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.348956796304333, 48.86599517891304]}","48.8659951789,2.3489567963",48.8659951789,2.3489567963
9039,17213,rn25074,#,Port de,SOLFERINO,A l'intersection de la place Henry de Montherlant et du quai Anatole France,34.285,1981,599364.23,128848.296,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.327859023639008, 48.86009174617798]}","48.8600917462,2.32785902364",48.8600917462,2.32785902364
9040,17241,rn69210,2,Rue,FREDERIC SCHNEIDER,#,50.076,1988,600172.389,133135.168,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.338875015198091, 48.89864281523291]}","48.8986428152,2.3388750152",48.8986428152,2.3388750152
9041,17297,rn73130,28,Rue,LABOIS-ROUILLON,#,48.976000000000006,1987,602536.035,132611.038,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.37111130253966, 48.893924211764364]}","48.8939242118,2.37111130254",48.8939242118,2.37111130254
9042,17306,rn53078,73,Avenue du,MAINE,Angle rue de la Gaité,60.35,1992,598982.1460000001,126477.37,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.322657680998358, 48.838770099362975]}","48.8387700994,2.322657681",48.8387700994,2.322657681
9043,17428,rn64014,67,Avenue,VICTOR HUGO,Face à la rue Ledoux,58.973,1994,596424.708,130015.933,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.287785367575803, 48.87058193811785]}","48.8705819381,2.28778536758",48.8705819381,2.28778536758
9044,17445,rn60149,#,Rue de la,MONTAGNE D'AULAS,Face au terrain de jeux,33.0,1995,595737.1510000001,126644.99699999999,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.278448225906332, 48.840263553286434]}","48.8402635533,2.27844822591",48.8402635533,2.27844822591
9045,17475,rn46176,#,Route des,FORTIFICATIONS,Sur le mur-bahut_ A 22 mètres du candélabre XII-1829,50.016999999999996,1988,604796.745,125646.635,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.401862169409576, 48.83128161646317]}","48.8312816165,2.40186216941",48.8312816165,2.40186216941
9046,17485,rn80123,49Bis,Rue,VITRUVE,Angle place des Grès,60.945,1995,605104.593,128730.914,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.406093942074034, 48.85901526625017]}","48.8590152663,2.40609394207",48.8590152663,2.40609394207
9047,17498,rn46165,4,Rue de,MADAGASCAR,#,40.281,1984,604453.669,126030.588,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.39719321273805, 48.83473698303976]}","48.834736983,2.39719321274",48.834736983,2.39719321274
9048,17542,rn70056,#,Rue du,MONT CENIS,Sur léglise Saint-Pierre de Montmartre,129.351,1988,600380.029,131802.952,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.341706037857719, 48.88666243161638]}","48.8866624316,2.34170603786",48.8866624316,2.34170603786
9049,17556,rn48134,10,Boulevard,DIDEROT,#,33.815,1984,602493.552,127209.227,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.370499175518812, 48.84534726326623]}","48.8453472633,2.37049917552",48.8453472633,2.37049917552
9050,17591,rn79110,27,Rue de la,BIDASSOA,#,83.616,1988,604138.598,129577.099,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.392937077910135, 48.86663204546084]}","48.8666320455,2.39293707791",48.8666320455,2.39293707791
9051,17608,rn75507,9,Rue des,BOIS,A l'angle de la rue de l'Inspecteur Allés,111.166,1992,604497.532,130880.382,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.397844027263697, 48.8783496134745]}","48.8783496135,2.39784402726",48.8783496135,2.39784402726
9052,17626,rn05016,15,Rue,MONSIGNY,#,34.375,1983,599932.7779999999,129866.946,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.335607607367479, 48.86925253007207]}","48.8692525301,2.33560760737",48.8692525301,2.33560760737
9053,17642,rn70049,39,Rue du,POTEAU,#,55.968,1988,600351.664,132645.726,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.341319898633958, 48.89424130602176]}","48.894241306,2.34131989863",48.894241306,2.34131989863
9054,17643,rn80111,132,Rue d',AVRON,#,58.174,1988,605317.2729999999,128076.948,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.408984016514748, 48.853132520866296]}","48.8531325209,2.40898401651",48.8531325209,2.40898401651
9055,17652,rn67036,5,Rue,CAROLINE,#,56.948,1993,599106.3879999999,131468.62099999998,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.324338853779634, 48.88365535491304]}","48.8836553549,2.32433885378",48.8836553549,2.32433885378
9056,17659,rn66162,119,Avenue de,VILLIERS,#,35.205,1993,596959.236,131628.02800000002,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.295059865790594, 48.88508199907833]}","48.8850819991,2.29505986579",48.8850819991,2.29505986579
9057,17676,rn54040,#,Avenue,REILLE,Dans l'allée du parc à l'angle ouest du pont,60.333999999999996,1982,600056.0,124857.0,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.337287072024413, 48.82419936146755]}","48.8241993615,2.33728707202",48.8241993615,2.33728707202
9058,17683,rn65044,4,Rue,VILLEBOIS-MAREUIL,Face à la rue Marcel Renault,36.56,1993,596859.189,131003.086,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.293700514682197, 48.8794615448453]}","48.8794615448,2.29370051468",48.8794615448,2.29370051468
9059,17686,rn70318,18,Rue,RAVIGNAN,Près du pan coupé,107.509,1988,600127.994,131761.21300000002,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.338269163588541, 48.88628718973082]}","48.8862871897,2.33826916359",48.8862871897,2.33826916359
9060,17715,rn46119,2,Rue,SAINTE-CLAIRE DEVILLE,#,39.066,1984,603704.741,127052.40199999999,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.3870003721290862, 48.84393086370127]}","48.8439308637,2.38700037213",48.8439308637,2.38700037213
9061,17741,rn47097,#,Quai de,BERCY,Au droit du candélabre XII-7496_ Sur le mur anti-crue,33.503,2013,603690.457,125463.62199999999,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.386791463445448, 48.82964346409982]}","48.8296434641,2.38679146345",48.8296434641,2.38679146345
9062,17778,rn36085,36,Rue de,LA TOUR D'AUVERGNE,Angle impasse de La Tour d'Auvergne,57.402,1985,600418.931,131007.18400000001,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.342235770409108, 48.8795062624962]}","48.8795062625,2.34223577041",48.8795062625,2.34223577041
9063,17785,rn31017,23,Avenue de,MARIGNY,#,32.37,1983,598444.8520000001,129968.62400000001,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.315324270991121, 48.87016494428314]}","48.8701649443,2.31532427099",48.8701649443,2.31532427099
9064,17793,rn61167,49,Rue,MIRABEAU,#,37.696,1994,594975.064,127237.085,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.2680583613317298, 48.845582271074186]}","48.8455822711,2.26805836133",48.8455822711,2.26805836133
9065,17803,rn46198,#,Route,AIMABLE,Sur le rocher supportant une écluse du ruisseau de Gravelle,57.77,1996,606860.0,124900.0,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.429953724007326, 48.824547800611704]}","48.8245478006,2.42995372401",48.8245478006,2.42995372401
9066,17812,rn70405,#,Place,SAINT-PIERRE,Angle rue Ronsard sur la halle Saint-Pierre,73.28,2012,600574.6120000001,131563.611,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.344359142484341, 48.884509944940454]}","48.8845099449,2.34435914248",48.8845099449,2.34435914248
9067,17822,rn01042,1,Quai de l',HORLOGE,Sur le Palais de Justice,34.443000000000005,1990,600671.0,128435.0,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.345668573457086, 48.85637503166261]}","48.8563750317,2.34566857346",48.8563750317,2.34566857346
9068,17843,rn35079,1,Rue,LE PELETIER,Entre les boulevards Haussmann et des Italiens,35.875,1985,600112.8570000001,130158.648,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.33806244329547, 48.87187572526966]}","48.8718757253,2.3380624433",48.8718757253,2.3380624433
9069,17847,rn69390,2,Rue d',OSLO,#,52.07,1988,599449.41,132330.462,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.3290149310751502, 48.89140607739518]}","48.8914060774,2.32901493108",48.8914060774,2.32901493108
9070,17853,rn11039,45,Boulevard,BEAUMARCHAIS,#,38.486,1985,602310.7679999999,128478.23199999999,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.368015830367982, 48.85675981717155]}","48.8567598172,2.36801583037",48.8567598172,2.36801583037
9071,17856,rn66186,19,Rue,THEODORE DE BANVILLE,#,35.842,1993,597209.926,131345.013,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.298480255891382, 48.88253811009184]}","48.8825381101,2.29848025589",48.8825381101,2.29848025589
9072,17867,rn07032,51,Rue,MONTORGUEIL,Face à la rue Marie Stuart,33.83,1983,600756.405,129415.31800000001,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.3468342286884782, 48.865190684572]}","48.8651906846,2.34683422869",48.8651906846,2.34683422869
9073,17892,rn69293,#,Rue,ORDENER,Côté pair de l'angle n°85 rue Damremont,58.501000000000005,1988,599982.236,132592.479,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.336281448145234, 48.89376257290573]}","48.8937625729,2.33628144815",48.8937625729,2.33628144815
9074,17923,rn70547,21,Boulevard,ORNANO,#,53.372,1988,600856.697,132516.635,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.348207546325925, 48.89307992191615]}","48.8930799219,2.34820754633",48.8930799219,2.34820754633
9075,17960,rn67145,31,Boulevard,PEREIRE,#,40.067,1993,598002.7339999999,131914.978,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.309287596927957, 48.88766674683518]}","48.8876667468,2.30928759693",48.8876667468,2.30928759693
9076,17961,rn56020,62,Rue,MAURICE RIPOCHE,#,63.027,1982,598979.681,125890.022,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.322625625032187, 48.833488225094015]}","48.8334882251,2.32262562503",48.8334882251,2.32262562503
9077,18016,rn63063,#,Boulevard de l',AMIRAL BRUIX,Face au n°30_ Sur le rebord de l'escalier du passage souterrain piétons,44.669,1994,595709.558,130466.48800000001,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.278031595239466, 48.874629074006414]}","48.874629074,2.27803159524",48.874629074,2.27803159524
9078,18017,rn55011,#,Avenue,JEAN MOULIN,Face à la rue de Coulmiers sur le pont SNCF,65.982,1982,598880.564,125005.444,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.32127797666196, 48.82553327203238]}","48.825533272,2.32127797666",48.825533272,2.32127797666
9079,18023,rn27021,54,Avenue de,BRETEUIL,#,36.793,1983,598157.559,127681.774,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.311418487906914, 48.849599085875084]}","48.8495990859,2.31141848791",48.8495990859,2.31141848791
9080,18066,rn37060,118,Rue du,FAUBOURG POISSONNIERE,#,49.813,1985,600953.906,131003.912,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.349529877628049, 48.87947623566137]}","48.8794762357,2.34952987763",48.8794762357,2.34952987763
9081,18092,rn18033,100,Rue,MONGE,#,38.303000000000004,1980,601097.001,126646.002,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.351469503990741, 48.84028641261931]}","48.8402864126,2.35146950399",48.8402864126,2.35146950399
9082,18152,rn60086,33,Rue de l',EGLISE,Près de la rue de Lourmel,31.563000000000002,1984,596355.58,127137.865,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.286869092461394, 48.84469978686796]}","48.8446997869,2.28686909246",48.8446997869,2.28686909246
9083,18166,rn80193,#,Rue de la,CROIX SAINT-SIMON,Angle rue Ferdinand Gambon,56.193000000000005,1995,605174.586,128180.491,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.407040897331688, 48.85406487071947]}","48.8540648707,2.40704089733",48.8540648707,2.40704089733
9084,18174,rn60100,97,Avenue,FELIX FAURE,#,32.009,1984,596095.711,126521.81199999999,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.283334356558869, 48.83915817480939]}","48.8391581748,2.28333435656",48.8391581748,2.28333435656
9085,18181,rn63044,88,Boulevard,FLANDRIN,#,46.942,1994,595515.5179999999,129963.76,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.275391812805105, 48.87010677534456]}","48.8701067753,2.27539181281",48.8701067753,2.27539181281
9086,18219,rn41031,26,Boulevard,JULES FERRY,Près de la rue de la Fontaine Au Roi,36.247,2014,602307.856,129782.656,ENSERVICE,"{""type"": ""Point"", ""coordinates"": [2.367983447838225, 48.86849018290383]}","48.8684901829,2.36798344784",48.8684901829,2.36798344784
